,Title,Types,Word_Count
84,shooting ear protection,"<h2>Types of shooting ear protection</h2><p>Shooting ear protection comes in four major categories: unpowered earplugs, unpowered earmuffs, powered in-ear, and powered over-the-ear, also known as ""circumaural"" hearing protection. These options bring their specific capabilities to the table. In general, unpowered hearing protection will be cheaper and can be a good option for doubling up on hearing protection in high-noise areas, such as those on a flight line or near loud explosions. In terms of powered hearing protection, over-the-ear will generally be cheaper than in-ear options, as the latter requires more complicated and small circuitry to function.</p><h3>Unpowered earplugs</h3><p>Unpowered earplugs are the shooting hearing protection most people are familiar with. They usually come in the form of shapeable foam earplugs and are often inexpensive (in fact, most ranges give them out for free). However, these can range from ""foamies"" to options like the Surefire Sonic Defenders, and specialized musician's earplugs that lower the overall sound level without muffling the sound, which allows you to still have some clarity to your hearing even with these on.</p><p>These are a great option for those who want to double up under a powered headset, which is something I commonly see people on flight lines do, or the cannoneers at my unit, standing next to their M777A2 howitzers. Additionally, many shooters prefer these because they do not disrupt your cheek weld at all when shouldering a rifle. Unfortunately, these have issues with coming loose or popping out for some people and can get lost easily due to their small size.</p><h3>Unpowered earmuffs</h3><p>Unpowered earmuff-type hearing protection provides a more secure level of hearing protection than unpowered earplugs. They're quicker and easier to take on and off and require none of the fidgeting needed to stick earplugs in. In general, these offer similar sound reduction levels to earplugs, but some can even rival high-end earplugs with noise reduction rates of 30 dB or more. The downside to these is that they can be bulky, and prevent you from hearing, muffling nearly everything and offering no real specialized options to allow some sound in, but not others.</p><h3>Powered in-ear</h3><p>Powered in-ear hearing protection is an option for people who hate sweaty ears. They allow you to be aware of your surroundings without having to use cumbersome earmuffs. In general, these will be more expensive, due to the smaller circuitry needed to provide the ambient hearing features in such a tiny package.</p><p>Additionally, many have higher noise reduction rates than powered over-the-ear headsets, due to their use of multi-flanged or other specialized ear tips, which allow them to physically block sound better. They offer the same ease of use as unpowered earplugs but also the same drawbacks.</p><h3>Powered over-the-ear</h3><p>Powered over-the-ear hearing protection is what most people think of when they think of powered hearing protection, given the popularity of options like Peltor Comtacs. They offer auditory situational awareness while offering much the same fit as conventional earmuffs. They're generally the go-to option for communication headsets as well, offering both hearing protection and a convenient way to communicate via radio. Many of them can be mounted to a high-cut helmet for easy wear, and some even offer options to readily switch between headband, neckband, and helmet mount configurations. The downside to these is that like conventional earmuffs, they can get very hot in the summer months, which can lead to user discomfort.</p>",554.0
85,shoulder holsters,"<h2>Types of shoulder holsters</h2><p>There are several styles of shoulder holsters, and each has its advantages and disadvantages. The obvious task is narrowing your search to options that are compatible with the weapon you plan to carry. Next, decide if you're more likely to wear a shoulder holster for open or concealed carry. Finally, think about your body type and consider which option will be the most comfortable in real-world use.</p><h3>Horizontal vs. vertical vs. angled shoulder holsters</h3><p>The main difference that separates shoulder holsters from one another is the orientation of the holster itself. <br/><br/>Horizontal shoulder holsters are a long-time favorite because they work well for concealed carry. Keeping the barrel of your handgun parallel to the deck results in a smooth draw that's relatively fast. Just remember that you can only conceal handguns with an overall length that's smaller than the depth of your torso. Another drawback is flagging everyone behind you the whole time you're carrying. This hasn't stopped people from successfully using this method for decades, but it's a consideration you need to know about. Expect to have a chat with the safety officer if you use this style of holster at the range.</p><p>Vertical shoulder holsters eliminate the flagging issue by pointing the muzzle down, and they also accommodate larger handguns. If you want to conceal a big wheel-gun like the ones people carry in bear country, this might be your only option. While vertical shoulder holsters are better than their horizontal counterparts in those aspects, they're also slower to draw from.</p><p>Angled shoulder holsters strike a happy middle ground. Roto holsters that pivot once unlocked are popular because they allow you to carry your handgun vertically but draw it horizontally. This is all subject to personal preferences, but you can get a pretty solid understanding of which will work best for you by considering the advantages and disadvantages of each.</p><p>No self-respecting TV detective would be caught using anything other than a leather shoulder holster. Leather is still the most popular material for modern shoulder holsters and harnesses because it's comfortable, firm, and can last a lifetime if you treat it right. Harnesses, in particular, tend to be leather because of the way it feels. Leather molds to your body over time to create a fit that's second to none. That breaking-in process is critical when it comes to holsters because it means that the day you buy your holster is the tightest it will ever hold your firearm. Be patient and don't overdo it. If you have any slop, the fit isn't ideal. When properly formed, a leather holster will be very forgiving to your handgun's finish and will provide a smooth, quiet draw.</p><p>Synthetic holsters are gaining in popularity because they don't require a break-in period or maintenance. They're also affordable to mass-produce with incredible consistency. Several of our staffers won't use anything but a good Kydex holster. We chose reputable brands for this gear guide because not all Kydex products are built to the same standard. Never try to modify your holster to fit better, and — in the name of all that is holy — don't try to make it fit a handgun it wasn't designed for.</p><p>Nylon holsters and harnesses are available at very low prices — there's a reason for that. They tend to be less durable and less comfortable, so we prefer to stick to leather and Kydex.</p>",563.0
86,sleeping bags,"<h2>Types of sleeping bags</h2><p>The types of sleeping bags essentially boil down to three categories based on their intended use. If you don't need protection against cold, windy nights, there's no need for anything more than a basic sleeping bag. If you're embarking on a wilderness expedition, you need the best there is. Most people need something in the middle.</p><h3>Basic</h3><p>Entry-level sleeping bags use basic materials and simple designs to keep costs down. Remember the sleeping bag you had as a kid? That's not too different from what we're talking about.</p><p>Basic sleeping bags' rectangular shape is nice and roomy, but it's not very efficient at containing warmth. Padding is also limited, so these are best for temperate climates and indoor use. Materials also tend to be on the inexpensive side and prioritize softness, so don't expect much in the way of breathability. If you're essentially looking for portable bedding, these are the way to go. They're also extremely affordable, so you can outfit the whole family on a limited budget.</p><h3>Three-season</h3><p>Most people in the market for a sleeping bag want gear that can keep them warm and dry on the trail, then pack down to the size of a cantaloupe to fit in the bottom of their pack. It's no wonder, then, that most of the sleeping bags you see here are aimed at doing just that.</p><p>These sleeping bags use high-end synthetic materials that are strong, but light. Their insulation is very good at keeping warmth close to your body while allowing moisture to be wicked away. The mummy shape is common in this category because it's energy-efficient and saves a few ounces compared to a larger, rectangular sleeping bag. Compression sacks make packing up a stress-free affair. Just cram the sleeping bag inside little by little and use the straps to tighten it into a compact ball.</p><h3>Cold-weather</h3><p>Most sleeping bags can handle fairly cold weather––as cold as most people will encounter––but you'll need something built for the cold when temperatures drop below zero. These hardcore sleeping bags are a game-changer.</p><p>Cold-weather sleeping bags use good insulation and plenty of it. They're noticeably thicker and heavier than other sleeping bags. The outer shell may be extra thick to block out freezing wind, snow, and ice. Because of the expensive materials that go into building each one, cold-weather bags can be extremely expensive. That's ok because they don't just need to keep you comfortable — they need to keep you alive.</p>",405.0
87,spotting scopes,"<h2>Types of spotting scopes</h2><p>Spotting scopes can be categorized by their construction. The way they're built determines which advantages and disadvantages you'll be working with, so it's important to understand what you're getting into. None of the factors we break down are better or worse than one another, they're just different. As you do your research, pay attention to whether a spotting scope is straight or angled. Most use unmarked glass, but some feature a reticle that can be used to gauge distances or make shot adjustments.</p><h3>Straight spotting scopes</h3><p>Straight spotting scopes look similar to a large rifle scope or a small telescope. Many hunters prefer them because their slim shape is easy to pack. This style also allows fast target acquisition because you can line them up before going to the glass. You can also keep a lower profile, which is good in hunting and tactical situations.</p><p>On the downside, they're awkward to use on an incline (but more comfortable facing downhill). If you're part of a group that will be sharing the optic, people of different heights will have a harder time getting to eye level with a straight spotting scope.</p><h3>Angled spotting scopes</h3><p>Angled spotting scopes are generally shorter end-to-end, but they take up more space than a straight scope. Many people find that bending over an angled eyepiece is easier than getting behind a straight one. A lot of guides attach cameras or digital displays to their spotting scopes, and this type of setup works much better with an angled eyepiece.</p><p>The tradeoff to being easier to use on an incline is that angled spotting scopes require serious neck contortions to use on a decline. They can also be cumbersome to use when mounted to a vehicle's window. You'll also have to be more mindful of snow and rain accumulating on the eyepiece.</p><h3>Spotting scopes with a reticle</h3><p>The vast majority of spotting scopes use an unmarked reticle. They provide an unobstructed view of the target. Some, on the other hand, include a reticle similar to what you'd see on a rifle scope. There are various styles, including MIL and MOA markings. A reticle can be used to estimate range and is especially useful when talking a shooter onto a target.</p><p>Having a reticle on your spotting scope seems like a significant advantage, but most people choose not to use one. Finding this kind of scope takes a little bit of digging, and using one effectively requires practice. We were able to track one down for this gear guide (and at a great price, we might add), but most spotting scopes use unmarked lenses to provide a clear view.</p>",434.0
88,survival knives,"<h2>Types of survival knives</h2><p>There are several large categories that survival knives can be sorted into. These aren't hard and fast, and oftentimes a knife can fit into more than one category, so take what I'm saying with a grain of salt. The types that I've chosen are bushcraft knives, hunting knives, fighting knives, camp knives, pack knives, and machetes. Some have been featured on this list, and most, especially the Gerber LMF II, are designed to fill multiple roles.</p><h3>Bushcraft knives</h3><p>Bushcraft knives are purpose-built to enable survivalists to make shelter, fire, and tools using the environment around them. To this end, they will often feature blades with a strong bevel to bite into various types of wood, a full tang to prevent snapping when the blade gets caught or when used to hack through a log, jimping and a finger choil of some sort, comfortable grips, and a thick spine to aid batoning.</p><h3>Hunting knives</h3><p>Hunting knives encompass a wide variety of blades, ranging from caping knives, dedicated skinning knives, boning knives, filet knives, and so on. Generally speaking, hunting knives will be designed to aid in the cleaning and dressing of game, ranging from varmint species such as rabbits to elk, bear, buffalo, and other large animals. Knives with a deeper belly are good for skinning, as they allow you to cut ahead of your knuckles, which aids in getting into hard-to-reach parts of a carcass. These knives should also be made of steel that stands up well to the corrosive effects of blood and that stays sharp for long periods of time, and feature grips that remain tactile even when slick with bodily fluids, which is a consideration for particularly greasy animals like fattened bear or javelina. Some applications such as fishing necessitate additional considerations, such as corrosion resistance.</p><h3>Fighting knives</h3><p>These knives are made for exactly what it says on the box: fighting. They range from the Japanese tanto blades of yore to the Sikes-Fairbairn dagger, the U.S. Marine Corps Ka-Bar, the M3, and many, many more. I didn't include any purpose-built fighting knives on this list, as I generally find most of them to be less-than-optimal for survival use. However, any of the knives on this list will likely work in a pinch if you have to put a wallop on someone in a fight.</p><p>That being said, true fighting knives generally feature blades that are designed for their intended use, such as stabbing in the case of the M3 or Sikes-Fairbairn, slashing with the Ka-Bar, or hacking with the venerable Gurkha Kukri knife. These knives need to be weighted according to their purpose, e.g. to aid in hacking with the kukri, and need comfortable grips that aid manipulation in a high-stress, hand-to-hand environment and that mitigate shock vibration from contacting equipment, protective equipment, or bone.</p><h3>Camp and pack knives</h3><p>Camp and pack knives are the domestic tool of survival knives, not designed to be pulled out in a pinch to free oneself from thick vines or tangled lines, but more for building shelter, cutting food, and other tasks performed during a pause. These knives are often larger, heavier, or less durable than knives meant for more general-purpose use due to their more specialized mission. For instance, a thin camp knife such as Benchmade's cutlery options is not suited to hacking through underbrush like a machete, but comes in handy when slicing up vegetables to prepare some Dutch oven stew. The construction of these knives will vary depending on their intended use, so what constitutes a ""camp knife"" is largely up to one's judgement.</p><p>Machetes are long knives designed specifically for hacking through vegetation, whether for trekking through the jungle or clearing one's backyard. Due to this, they often feature front-heavy blades to aid in swinging, very forgiving blade steel to prevent chipping or breaking, and easily-resharpened edges for prolonged field usage. I didn't feature any true machetes in this list, but certain knives like the Esee 6 are large enough to serve as a machete in some cases when it comes to stripping saplings or chopping through vines.</p>",674.0
89,survival radios,"<h2>Types of survival radios</h2><p>Technically, any radio can become a survival radio in a pinch. As long as you have a radio that can pick up AM and FM broadcast signals, you'll be able to tune in to broadcasts. But when you're focused on survival, having an actual survival radio — one that's equipped with the tools and radio wavelengths you need in an emergency — is even more important.</p><p>Survival radios share many of the same features and capabilities. But there are two different types of these radios: AM/FM and weather alert. Each specific type offers its own benefits and disadvantages. Read on to discover which is the best fit for your emergency kit.</p><h3>AM/FM survival radios</h3><p>AM/FM survival radios, which are also often called simply emergency radios, are able to pick up AM and FM radio frequencies. They'll keep you informed on the latest information when you're in a developing situation, allowing you to access both local radio stations and those that are farther away. This kind of emergency radio is typically used when the power goes out — so, these radios don't always have a wealth of extra features.</p><p>Your average AM/FM survival radio features multiple power options, like a hand crank, solar charging, and traditional wall outlet or battery power. This ensures you'll be able to use your radio even when your access to electricity is nonexistent. These radios can also include survival extras, like a built-in flashlight, an emergency alert sound, and extra battery power.</p><h3>Weather alert survival radios</h3><p>A weather alert survival radio is a more specialized kind of emergency device. These radios are able to broadcast alerts from NOAA, giving you critical information about weather in your area. You can even fine-tune your alerts if you choose a weather alert radio that includes Specific Area Message Encoding (SAME) capability. Many weather alert models also allow you to tune in to local radio stations for updates and alerts beyond the weather. This versatility can be especially handy in a survival situation.</p><p>Additionally, these radios often include all of the same features of AM/FM survival radios. You'll find options with flashlights, emergency lights or alerts, backup battery power, and more.</p>",357.0
90,thermal scopes,"<h2>Types of thermal scopes</h2><p>On the surface, there are basically thermal optics that are designed for handheld use and thermal scopes that can be mounted to a firearm. Both styles have their place and both include entry-level options all the way up to top-shelf products. Your first step is to determine how you plan to use your fancy new thermal scope. Then, you can get into the technical features.</p><h3>Handheld thermal scopes</h3><p>The simplest way to get a thermal view of the world is with a handheld monocular that isn't designed as a rifle scope. These devices use the same technology to create a heat-based image, but don't need to incorporate a reticle or mounting system. Optics like the Teledyne FLIR Scion OTM have a proven track record of success in the military, law enforcement, and civilian arenas.</p><p>The biggest advantage of owning this kind of thermal optic is the ability to use it without pointing a weapon. That can be key during a search for a missing person, an attempt to identify a subject who has recently fled the scene of a crime, or when you need to track down game animals in the brush. With proper training, it can potentially be used to identify weapons and body armor under clothing. You may be able to determine whether an approaching person is male or female, and even visualize physical exertion in the form of increased body temperature.</p><h3>Standard thermal scopes</h3><p>Thermal imaging presents a massive tactical advantage when mounted to a firearm. Scopes like the Pulsar Thermion 2 XP50 and Trijicon REAP-IR offer impressive capabilities in hunting and tactical environments. Because these systems are digital, you can change your reticle and color scheme on the fly. Some even have a one-shot-zero feature and can save profiles for multiple weapons or ammunition. The amount of customization in a quality thermal scope is astounding.</p><p>Unlike night vision, thermal imaging requires no light to function, resulting in a distinct advantage in dense vegetation, under cloud cover, and during moonless nights. One important thing to remember is that the real world is not a shooting range — target identification may be the biggest challenge you face. Thermal scopes have three effective ranges: detection, recognition, and identification. While you may be able to see a person or animal nearly 2,000 yards away, being able to tell the difference between a hog and a calf or spot a weapon is another story entirely.</p><h3>Clip-on thermal sights</h3><p>If you aren't ready to dedicate a rifle to thermal use, a clip-on sight can be a great solution. These optics aren't much cheaper than a thermal scope, but they can be combined with your existing scope when you need thermal capabilities and removed when you don't. A clip-on thermal sight like the Pulsar Proton FXQ can turn your existing rifle setup into a technological marvel in no time.</p><p>The downside of adding a clip-on thermal sight to your rifle is added complexity. You'll have two optics to control instead of one, and reaching your thermal sight might be a stretch. It will also be heavier than using a dedicated thermal scope. Either approach is viable and both have devoted followers.</p><h3>Vehicle-mounted</h3><p>We'll go out on a limb and guess that you're not shopping for the kind of thermal optics they mount on attack helicopters or C-130J gunships. Still, they exist and — we imagine — have capabilities far beyond what's made public.</p>",562.0
91,trauma shears,"<h2>Types of trauma shears</h2><p>While trauma shears are themselves a specialized type of scissors, these emergency medical tools have their own unique categories worth noting. The indispensable trauma shear can appear in one of two formats: traditional or multi-tool. Each has its strengths and weaknesses, but your tool of choice will depend most heavily on your own specific needs. Either way, though, you can rely on angled blades, guarded tips, and finely-serrated edges to maximize your trauma shear's capabilities.</p><h3>Traditional</h3><p>Despite what the naysayers would have you believe, tradition isn't always a bad thing, and this is especially true with trauma shears. While a non-traditional shear, such as a multi-tool trauma shear, certainly can earn its place in your tool kit, most professional rescuers rely on traditional trauma shears due to their predictability, ease of use, minimal weight, and low cost. For the majority of emergency medical providers, traditional trauma shears are the only way to go.</p><p>For those not already in the know, traditional trauma shears look like funky yet beefy scissors, and the eyes don't lie. Traditional trauma shears break the mold of the traditional scissors form factor, but their odd angles and added girth make safe and speedy emergency care a reality.</p><h3>Multi-tool</h3><p>As you might expect, these trauma shear multi-tools do more than snip through safety belts or slice through denim at the drop of a hat. These multi-tools often pack in features like strap cutters, glass breakers, O2 wrenches, and measurement markings. Best of all, they fold away like a typical knife-oriented multi-tool.</p><p>If space efficiency is your best friend, then a multi-tool trauma shear may be worth your hard-earned cash. Thanks to their increased versatility, they can be an excellent choice for go bags, minimalist emergency kits, or similar uses. Also, compared to most traditional trauma shears, these tools hold an edge MUCH longer, making them a true investment. Of course, the added weight is a tradeoff that may or may not be worth it to you.</p>",326.0
92,treadmills under 1000,"<h2>Types of treadmills under $1,000</h2><h3>Motorized</h3><p>The most common treadmills these days use some type of motor to propel the belt. Typical treadmill motors range from two to four horsepower, but they can be more or less than this depending on the model. In general, you want a treadmill with at least a 2.5-horsepower motor if you're planning to use it for jogging, and at least three horsepower for running. Motorized treadmills tend to be larger than their manual counterparts, for obvious reasons, and therefore will take up more space in your home gym.</p><h3>Manual</h3><p>Manual treadmills are exactly what they sound like; treadmills that make you do most of the work. How unfair, right? It's not like you're trying to break a sweat or something. Most manual treadmills under $1,000 use dual flywheels to provide efficient movement of the belt, once the user gets it started. There are other types of manual treadmills out there (see example), but these machines can run a pretty high price tag, so we won't speak of them here. Manual treadmills are great, in that they do not require any electricity to run, and there are a lot fewer technical parts that the owner needs to worry about maintaining.</p><h3>Foldable</h3><p>Both motorized and manual treadmills can fall into the category of ""foldable,"" which are just treadmills that can be folded up or down to be stored more easily or moved out of the way. The majority of foldable treadmills hinge upward near the motor/flywheels at the front of the machine. The machine then stands upright, using much less space than it would have in its normal configuration. Foldable treadmills are excellent for home gyms with limited space or difficult-to-reach areas like up a flight of stairs or around doorways.</p>",289.0
93,utility knives,"<h2>Types of utility knives</h2><p>Utility knives come in many different forms and sizes. No matter what task you have in mind or what your local restrictions are, it's probable that you'll easily find a utility knife that suits your needs. You can find them at pretty much any hardware or big box store, and they're available at pretty much every price point.</p><h3>EDC/folder</h3><p>Also referred to as a pocket knife, a folder is a compact knife that features one or more blades that fold up into the handle, in lieu of using a bulky sheath. Meant to fit easily inside your pocket, these knives are legal to carry in most places, and are convenient to carry and use daily. They are frequently smaller than fixed blades, with blades typically between three and four inches long, although there are many exceptions that are both longer and shorter than this. However, they're quite handy — they can do everything from peeling an apple to cutting small rope or twine to opening packages. Though these folding knives are typically smaller and not as strong as their fixed blade siblings, they're highly versatile.</p><h3>Fixed blade</h3><p>A fixed blade is any knife with a blade that is ""fixed"" in place, meaning that it doesn't have a pivot, and is firmly, immovably attached to the handle. They're essentially the opposite of pocket knives. The blade is always exposed unless it's covered by a sheath. They're simple, easier to manufacture than folding knives, and very user-friendly due to the absence of a confusing locking mechanism.</p><p>Fixed blade utility knives come in many varieties, including drop-point and wharncliffe-style knives. The better-designed fixed blades are also full-tang, where the part of the blade that's part of the handle is the same size and shape as the handle, as this provides the greatest overall strength. The majority of cheap utility fixed blades, unfortunately, are not; these knives have a thin metal ‘tail' that is typically pinned or glued inside of the handle and are more prone to breaking.</p><h3>Multitool</h3><p>Though technically a sub-category of folding knives, the main selling point of a multitool isn't the blade itself, but rather the multiple tools that accompany it. This can include anything from pliers or scissors to screwdrivers and corkscrews. It can come in the form of a small Swiss Army Knife, or a larger Leatherman multitool. Companies such as Victorinox, Leatherman, and Gerber are well-known for their multitool offerings.</p><h3>Retractable</h3><p>One of the most common utility knives, retractable knives can be found everywhere from warehouses to the office, and chances are, even your house. Retractable utility knives are usually very inexpensive, typically taking the form of box-cutters and snap-blades. The latter features pre-scored lines in the blade, allowing you to snap off dull segments and extend the blade further to utilize the remaining undulled blade.</p>",463.0
94,walkie talkies,"<h2>Types of walkie talkies</h2><p>Walkie talkie can take on a few different meanings, but it's important to know what you're talking about before you buy a set of radios and hit the push-to-talk button for the first time. First and foremost, you need to know that the radios you buy can do what you need them to do. Second, it's a good idea to make sure you won't be incurring the wrath of the feds. Don't worry, we have your back.</p><h3>Citizen's band</h3><p>Citizen's band radios are hugely popular with truckers because of their respectable range (anywhere from three to 20 miles, depending on the radio and environment) and low cost. Both of these advantages come courtesy of CB radio's reliance on AM frequencies. No license is required, but FCC rules and stubborn Texas lawmen still apply.</p><p>These radios are larger than a walkie talkie, so they're best suited to use in a building or vehicle. One of the advantages is the ability to purchase components separately, so you can choose the radio, handset, and antenna that work best for you. If you spend a lot of time on the road, a CB radio can be a solid alternative to a walkie talkie.</p><h3>Family Radio Service (FRS)</h3><p>When most people talk about walkie talkies, they're referring to radios that operate on frequencies reserved for the family radio service. Easy access to radio communication was in jeopardy at one point, and we owe a debt of gratitude to Radio Shack for stepping in and convincing the federal government to protect certain wavelengths for the general public.</p><p>These FRS radios have limited range and strength of signal because their transmitting power cannot exceed two watts, but they're inexpensive and easy to use. They've become increasingly popular over the years with people who enjoy spending time in the outdoors and families who want to stay in touch on the go. We focused on FRS radios for this list, since they don't require any kind of license or training to operate and come ready to rock out of the box.</p><h3>General mobile radio service</h3><p>Like the FRS band, general mobile radio service uses FM radio to communicate. This results in signal quality that's much stronger and clearer than what you'd get from a CB radio. The difference between FRS and GMRS lies in power output. Stepping up to a GMRS radio will get you access to a better signal, increased range, and less chatter from other users.</p><p>The downside of GMRS radios is that they're subject to more government regulation. Users need to be licensed to operate on these frequencies. Licensure isn't expensive, but it's an extra step that isn't necessary for most people and (shocker) it's unnecessarily complicated.</p><h3>Amateur radio</h3><p>Amateur radios sound like the easiest option for new users, but the name is a little misleading. This ""ham"" designation isn't aimed at new users who want to chat while they hunt, hike, or ski; it's for enthusiasts who want to learn the ins and outs of how radios work.</p><p>Tampering with your radios is frowned upon and may get you in hot water with the authorities — unless you have a ham radio license. In fact, licensed radio operators are encouraged to tinker with their equipment and experiment with getting the most out of it. These radios are far more powerful than anything else on this list, and are capable of achieving tremendous range.</p>",559.0
95,wallets,"<h2>Types of wallets</h2><h3>Slim wallet</h3><p>If you've ever dealt with a bulky wallet that won't slide into your pocket, you're familiar with the value of a slim wallet. The minimalist design is meant to help you keep the essentials (and only the essentials) on your person. That means it has fewer card holding pockets and a small opening for cash. Most don't incorporate closures, using the pressure of the design to hold your items firmly in place. The compact structure is geared towards those looking to cut through the noise and only carry the things actually necessary to function.</p><h3>RFID wallet</h3><p>A modern type of wallet, the need for protection against data theft is relatively new. Designed to block radio frequencies from accessing the cards inside the wallet, these are built to resist RFID skimming. It all comes down to the material used in construction. Leather offers a baseline level of protection, though more advanced materials like carbon-fibre and aluminum go one step further. This type of wallet is designed for those who always carry their credit and debit cards and want to prioritize personal security.</p><h3>Bifold wallet</h3><p>Often called a billfold wallet, this type touts a more traditional design. Popularized when paper money became prevalent, the bifold wallet originally had few card compartments (originally used for business cards). Modern designs keep the original structure that opens at the center, though add in extra openings for cards. The textile structure ranges in material from leather to nylon, though many prefer leather for its natural level of RFID protection.</p>",252.0
96,weighted vests,"<h2>Types of weighted vests</h2><h3>Plate carrier</h3><p>Anyone who's deployed overseas in the last 20 years has probably worn a plate carrier, IOTV (Improved Outer Tactical Vest), or—if you're old like me—an IBA. When worn for long periods of time, I remember them becoming hot, uncomfortable, and cumbersome. So, being the suckers for punishment we are, it only seems natural to purchase one for personal recreational use.</p><p>Plate carrier vests are modeled after (and sometimes serve double duty as) military or law enforcement grade body armor. These vests are usually lifted over the head and then synched around the abdomen with Velcro straps or buckles. On the front and back of the vests are two large pockets, meant to hold cast iron or laser-cut weight plates, but can also hold some sizes of standard circular plates in a pinch. Plate carrier vests are usually made with durable Cordura fabric (strong, woven nylon or polyester) and are meant to take a beating.</p><h3>Pouch vests</h3><p>Okay, ""Pouch Vests"" isn't really their name, but it's the best way to describe the standard style vest that doesn't fall into the military-style plate carrier category. Pouch vests, as their made-up name implies, are weighted vests that carry weight in a series of well-placed pouches around the torso. The pouches can be filled with a variety of different weight options, such as small iron bars or bags filled with steel shot, iron shavings, or sand. The size and quantity of the pouches on these vests allows the wearer to make more nuanced adjustments to their workout weight but forces them to pay more attention to how the weight is distributed over the body. These vests tend to be more budget-friendly than plate carriers.</p><h3>Backpack vests</h3><p>Backpack vests are weighted vests that leave the front of the torso open and all of the weight in the shoulders straps and back. These types of vests offer a greater range of motion for the wearer, but they typically don't range as high in weight capacity. Backpack vests seem to be more favorable to users who intend to wear the vest while performing cardio exercises, such as running, walking, rucking, and dance-offs. Backpack vests seem to be the style most recommended for women since the open front eliminates the uncomfortable restraints of a full-front weighted vest.</p><h3>Heavy-weight vests</h3><p>Heavyweight vests are probably the least prevalent type, but they do exist and you should be aware of them in case you want to become a true beast of an individual. This type of vest comes with a weight sleeve (or two) built right into it. The user simply hangs standard, circular weight plates, like those you might use for bench press and squat bars, from the weight racks on the front and back and secures them down with a screw-on stopper. This type of vest is best for individuals training to become Ninja Turtles or those who simply like to horde the 45-pound plates at the gym. Please exercise caution when using these vests and never lift alone. If you fall on your back, you may not be able to right yourself, which could result in starvation or leave your fleshy underbelly vulnerable to predators.</p>",524.0
97,windproof lighter,"<h2>Types of windproof lighters</h2><p>When you're searching for the perfect windproof lighter, you'll want to consider a few different kinds. There are a number of different options available, from traditional fuel-powered flame lighters to more high-tech flameless options powered by electricity. Here's an overview of three of the most common types of windproof lighters you'll find.</p><h3>Fuel-based lighters</h3><p>Fuel-based lighters are traditional — in fact, you're very likely already carrying a fuel-based lighter. But fuel-based windproof lighters are a little different from the average lighter. These lighters typically run on butane, and they emit flames that are supposed to be strong enough to stay lit when wind is blowing. Many fuel-based windproof lighters are also double flame torch lighters, which gives you extra power and double the flame output to withstand wind.</p><p>There are a number of benefits to fuel-based lighters; they're easy to use and they're excellent for lighting campfires and getting grills fired up. They're quite versatile too. However, when they run out of fuel, you're out of firepower. Even with two flames, the wind can still knock out your light source if it's blowing fiercely.</p><h3>Arc or plasma lighters</h3><p>Arc lighters, or plasma lighters, are another windproof option. These lighters don't rely on fuel; instead, they use electricity to generate a ""flame"" that looks nothing like a traditional flame. Arc lighters run on rechargeable batteries, and they use two electrodes at one end to spark fire. With the push of a button, an electrical arc appears between the electrodes, and that arc will light whatever's placed in its path.</p><p>One of the biggest benefits of an arc or plasma lighter is the ease of use. You don't have to refill any fuel, and the battery can be recharged via USB like most modern gadgets. There's no flame to worry about — when you need to start a fire, the electricity and electrodes will get the job done.</p><h3>Coil lighters</h3><p>Coil lighters, which are also called Tesla coil lighters, are another option. They're pretty similar to arc and plasma lighters, as they don't actually create a flame when used as a lighter. Instead, they use Nikola Tesla's high-voltage, low-current electrical coil to spark a fire. The coil generates a high-heat electric arc. So, with no fuel needed, a coil lighter turns energy into a spark that can withstand even the windiest and most gale-like conditions outdoors.</p><p>Like arc and plasma lighters, coil lighters don't require any fuel. They also recharge via USB, and you'll get hundreds of uses out of a single charge.</p>",415.0
